pair_id,sentence,label,perturbation_type,split
1706,"""Well, if he have nothing else to recommend him, he will be a treasure at Highbury.",1,,train
1706,""", if he have nothing else to recommend him, he will be a treasure at.",0,deletion,train
1707,"""And as to drink, please your honour, there's no truth in it.",1,,train
1707,"""And as to drink, please honour,'s no truth in it.",0,deletion,train
1708,Yet he let another pay; there's the shabbiness.,1,,train
1708,Yet he another; there's the shabbiness.,0,deletion,train
1709,"""Why should I take it off,"" retorted MacIan, with equal heat, ""before a usurper?""",1,,train
1709,"""Why should take it off,"" retorted MacIan, with equal heat, ""before a usurper?""",0,deletion,train
1710,"To enter it, you go down five or six steps from the road.",1,,train
1710,"To enter, you go down or six steps from the.",0,deletion,train
1711,"' A fine day, your Majesty!'",1,,train
1711,"',!'",0,deletion,train
1712,"11:4 Every man praying or prophesying, having his head covered, dishonoureth his head.",1,,train
1712,"11:4 Every man praying prophesying, having his head covered, dishonoureth his head.",0,deletion,train
1713,"He strolled back to the door, whistling softly, hands still clasped behind him.",1,,train
1713,"He back to the door, whistling softly, still clasped behind him.",0,deletion,train
1714,Of course the principal factor in the whole experience was the kind of education he received.,1,,dev
1714,course the principal in the whole experience the kind education he received.,0,deletion,dev
1715,"because ye have forsaken the LORD, he hath also forsaken you.",1,,train
1715,"because ye have forsaken the LORD, he hath also.",0,deletion,train
1716,Makes marriage vowes As false as Dicers Oathes.,1,,train
1716,Makes Dicers Oathes.,0,deletion,train
1717,"Next, let us consider briefly the program and administrative implications of a failure on our part to pursue our appeals.",1,,train
1717,"Next, let us consider briefly the program and administrative implications of failure on our part to pursue.",0,deletion,train
1718,"3:2 He hath led me, and brought me into darkness, but not into light.",1,,train
1718,"3:2 He hath led me, and brought into darkness, but not into light.",0,deletion,train
1719,"22:8 And I answered, Who art thou, Lord?",1,,train
1719,"22:8 I answered, Who thou,?",0,deletion,train
1720,"I picked it up on a bookstall in London--very cheap, too.""",1,,dev
1720,"I picked it up on bookstall London--very cheap, too.""",0,deletion,dev
1721,"It was Mr. Jack, bellowing out in the hall.",1,,dev
1721,"It was Mr., bellowing in the hall.",0,deletion,dev
1722,Yes that thou did'st: Did'st thou see any thing?,1,,train
1722,Yes that thou did'st: Did'st thou see any?,0,deletion,train
1723,Syme suddenly took off his hat.,1,,train
1723,took off.,0,deletion,train
1724,Rickenbaugh and Mr. and Mrs. E.O.,1,,train
1724,Mr. Mrs. E.O.,0,deletion,train
1725,"They had spent a million dollars, carving in a road, putting up buildings, drilling their haulage tunnel.",1,,dev
1725,"They had spent a million, carving in a road, putting buildings, drilling their tunnel.",0,deletion,dev
1726,for the end of those things is death.,1,,train
1726,for the end of those things death.,0,deletion,train
1727,"""No, no,"" said Emma, ""it will not reckon low.",1,,train
1727,"""No, no,"" said Emma, ""will reckon.",0,deletion,train
1728,Through the gloom he could not see the man beside him clearly but he knew him thoroughly.,1,,train
1728,Through the gloom could not see beside clearly he knew him thoroughly.,0,deletion,train
1729,-- WALLER'S BATTLE OF THE SUMMER ISLANDS.,1,,train
1729,-- WALLER'S BATTLE ISLANDS.,0,deletion,train
1730,Do you know the talk of those turning eye-balls?,1,,train
1730,you know the talk of those eye-balls?,0,deletion,train
1731,"Besides Schlesinger, the Justice Department's Information Director, Edwin Guthman, has won a Pulitzer Prize (for national reporting).",1,,train
1731,"Besides Schlesinger, the Justice Department's Information Director, Edwin Guthman, won a Pulitzer Prize (for national reporting).",0,deletion,train
1732,"Bobby Joe would be a senior this year, and he planned to graduate.",1,,dev
1732,"Bobby Joe would be senior this year, and he planned graduate.",0,deletion,dev
1733,"19:7 Wherefore I command thee, saying, Thou shalt separate three cities for thee.",1,,train
1733,"19:7 I command thee, saying, Thou shalt separate three cities.",0,deletion,train
1734,Lucy did not believe him;; Myra appreciated nothing.,1,,train
1734,did believe him;; Myra appreciated nothing.,0,deletion,train
1735,It was only the last time they met that he had offered him one of Folly's puppies!,1,,train
1735,It was only last they met that he had offered one of Folly's puppies!,0,deletion,train
1736,136:26 O give thanks unto the God of heaven: for his mercy endureth for ever.,1,,train
1736,136:26 O give thanks unto the God of heaven: for his mercy endureth for.,0,deletion,train
1737,"We usually run a social note when somebody moves away "".",1,,train
1737,"usually a social note somebody moves "".",0,deletion,train
1738,Even Sophy could not understand it.,1,,train
1738,could.,0,deletion,train
1739,Mrs. Dashwood now took pains to get acquainted with him.,1,,train
1739,Mrs. Dashwood took pains to get acquainted.,0,deletion,train
1740,The only precaution is that all volumes used in the formula be quoted in the same terms.,1,,dev
1740,The only is that all volumes in formula be quoted the terms.,0,deletion,dev
1741,The clerk's smile congealed.,1,,train
1741,The clerk's congealed.,0,deletion,train
1742,Do buy meat the day or the day before you intend to cook it.,1,,train
1742,buy meat the day day before you intend cook it.,0,deletion,train
1743,These names were secured from member companies by the Association from the forty-four sources listed in Appendix Aj.,1,,train
1743,These names were secured from member by the from forty-four sources listed in Appendix Aj.,0,deletion,train
1744,"""Nothing,"" replied she, ""that need interrupt you.",1,,dev
1744,"""Nothing,"" replied she, ""need interrupt you.",0,deletion,dev
1745,"Emma was not thinking of it at the moment, which made the information she received more valuable.",1,,train
1745,"Emma was thinking of at the moment, which made the information she received more.",0,deletion,train
1746,"The mother inquired, ""Where's Johnny, and why did you leave him ""?",1,,train
1746,"The mother, ""Where's Johnny, did you ""?",0,deletion,train
1747,"I am in very good anchorage here,"" (smiling at Anne,) ""well supplied, and want for nothing.",1,,train
1747,"I am in very good anchorage,"" (smiling,) ""supplied, and want for nothing.",0,deletion,train
1748,"Underneath whole squares and solid districts were in flames, like prairies or forests on fire.",1,,train
1748,"Underneath whole squares solid districts were, like or forests on fire.",0,deletion,train
1749,"You just haven't got the heart for pro-ball, and that's it "".",1,,train
1749,"You just haven't the heart for pro-ball, and's it "".",0,deletion,train
1750,26:11 For ye have the poor always with you; but me ye have not always.,1,,train
1750,26:11 ye have the poor always with you; but ye have not.,0,deletion,train
1751,"""I was ignorant of the White Whale at that time.",1,,train
1751,"""I was ignorant the Whale at that time.",0,deletion,train
1752,"16:4 The LORD hath made all things for himself: yea, even the wicked for the day of evil.",1,,train
1752,"16:4 The LORD made all things himself: yea, even wicked for the of evil.",0,deletion,train
1753,"But he went to Mass with a simple exactitude that could not be mistaken for a pose, or even for a vulgar fascination.",1,,train
1753,"But he went to Mass a simple exactitude that could not mistaken a pose, or for a vulgar fascination.",0,deletion,train
1754,"""Oh,"" said Archer, ""his own feelings always tell him what is honourable.""",1,,dev
1754,"""Oh,"" said Archer, ""his own always tell is honourable.""",0,deletion,dev
1755,"19:1 Better is the poor that walketh in his integrity, than he that is perverse in his lips, and is a fool.",1,,dev
1755,"19:1 Better is the poor that walketh in his integrity, than that is in his lips, is a fool.",0,deletion,dev
1756,Even strange names seemed to make them feel closer to some kind of civilization when stumbled across out here in this wilderness.,1,,train
1756,Even names seemed to make feel closer to some kind of civilization when stumbled here in this wilderness.,0,deletion,train
1757,SBA can make complete facilities inventories of all small business concerns in labor surplus areas within budgetary and staff limitations.,1,,train
1757,SBA can make inventories of small business in labor surplus areas budgetary and staff limitations.,0,deletion,train
1758,"To think how much pleasure there is, Do you enjoy yourself in the city?",1,,train
1758,"To think how much there is, Do enjoy in city?",0,deletion,train
1759,"9:1 And as Jesus passed by, he saw a man which was blind from his birth.",1,,train
1759,"9:1 And Jesus passed by, saw man which blind from his birth.",0,deletion,train
1760,I couldn't help laughing with him.,1,,train
1760,In't laughing.,0,deletion,train
1761,"""I know what you mean,"" he cried, ""and it is exactly that that I cannot forgive you.",1,,dev
1761,"""know what you mean,"" he cried, ""and is exactly that that I not forgive you.",0,deletion,dev
1762,"The room's ready now, ladies.",1,,dev
1762,"'s,.",0,deletion,dev
1763,"'If you didn't sign it,' said the King, 'that only makes the matter worse.",1,,train
1763,"'If you didn't sign it,' said, 'that makes the matter worse.",0,deletion,train
1764,"'In whose sight all things joy, with ravishment 'Attracted by thy beauty still to gaze.'",1,,train
1764,"'In whose sight all things joy, with 'Attracted by thy beauty still gaze.'",0,deletion,train
1765,Hardly expected the head of County Homicide up for this murder.,1,,dev
1765,head of County up for this murder.,0,deletion,dev
1766,"have a care, for Ahab too is mad.",1,,train
1766,"have a care, for Ahab is mad.",0,deletion,train
1767,"I assure you, Miss Anne, it prevents my wishing to see them at our house so often as I otherwise should.",1,,train
1767,"you, Miss Anne, it prevents my wishing to them at our house so often as I otherwise should.",0,deletion,train
1768,"Then she married, and had a little baby of her own.",1,,train
1768,"Then she, had little baby her own.",0,deletion,train
1769,The distances are at least two inches from any edge of the specimen.,1,,dev
1769,The distances are at least two inches from any edge of specimen.,0,deletion,dev
1770,13:12 The iniquity of Ephraim is bound up; his sin is hid.,1,,train
1770,13:12 The iniquity of Ephraim up; is.,0,deletion,train
1771,It is not as convenient as the old type toothbrush and the paste tends to shimmy off the bristles.,1,,train
1771,It is not as as the old type toothbrush and the paste tends to shimmy off bristles.,0,deletion,train
1772,"31:11 The heart of her husband doth safely trust in her, so that he shall have no need of spoil.",1,,dev
1772,"31:11 heart of her husband doth trust in her, so that he shall have no need of spoil.",0,deletion,dev
1773,Everything must balance to the last penny.,1,,dev
1773,Everything balance to the last penny.,0,deletion,dev
1774,"""To smash your window,"" said MacIan.",1,,dev
1774,"""To smash,"" MacIan.",0,deletion,dev
1775,"We have no right to criticize them, as they realize they would be sitting ducks in a nuclear war.",1,,dev
1775,"We have no right to criticize them, they realize they would be sitting ducks a nuclear.",0,deletion,dev
1776,"After Thompson came to London to live, he received a letter from Katie, which was dated February 8, 1897.",1,,train
1776,"After Thompson came to London to live, received a letter from Katie, which was dated February 8, 1897.",0,deletion,train
1777,The most beautiful bed of pansies I've seen was in a South Dakota yard on a sizzling day.,1,,train
1777,The most beautiful bed of pansies I've seen was in a South Dakota yard a sizzling day.,0,deletion,train
1778,The swirling sand made Quint's limp more pronounced.,1,,train
1778,swirling's limp more pronounced.,0,deletion,train
1779,"The tallyho had cost Vernon $2,300.",1,,train
1779,"cost Vernon $2,300.",0,deletion,train
1780,San Francisco firemen busied themselves last week with their annual voluntary task of fixing up toys for distribution to needy children.,1,,train
1780,San firemen busied themselves last week with their annual voluntary task of fixing up toys for distribution to needy children.,0,deletion,train
1781,"There had been classroom guffaws which quickly subsided as Professor Griggs said dryly: ""I see your point, Pauson.",1,,dev
1781,"There had been classroom guffaws which subsided as Professor Griggs said dryly: ""see your point, Pauson.",0,deletion,dev
1782,"If he did not have a common soul in him, he had a subtle something that somehow anomalously did its duty.",1,,train
1782,"If he did have a soul in him, he had a subtle that somehow did its duty.",0,deletion,train
1783,"But I thought I would just tell you of this, because I knew how much it must please you.",1,,dev
1783,"But I thought I would just tell you of this, because knew how much it must please you.",0,deletion,dev
1784,"14:6 And Jesus said, Let her alone; why trouble ye her?",1,,train
1784,"14:6 Jesus, Let; why trouble ye?",0,deletion,train
1785,No; but you be not the young Eton jackanapes that I'm a-thinking on.,1,,train
1785,No; be not the young Eton I'm a-thinking on.,0,deletion,train
1786,55:11 Wickedness is in the midst thereof: deceit and guile depart not from her streets.,1,,train
1786,55:11 is in the midst thereof: and guile depart not from her streets.,0,deletion,train
1787,They do not perceive the motive which actuates you; and then they say that you have a bad heart.,1,,train
1787,They do not perceive motive which actuates you; and then they say that you a bad heart.,0,deletion,train
1788,"Philosophic systems, by the very nature of their completeness, are overthrown by rival systems.",1,,train
1788,"Philosophic systems, by the nature of their completeness, are overthrown by rival.",0,deletion,train
1789,"16:7 I will bless the LORD, who hath given me counsel: my reins also instruct me in the night seasons.",1,,train
1789,"16:7 I will bless the LORD, who hath me counsel: reins instruct in the seasons.",0,deletion,train
1790,"In solitude What happiness, who can enjoy alone, Or, all enjoying, what contentment find?",1,,dev
1790,"In solitude What happiness, who enjoy alone, Or, enjoying, what contentment?",0,deletion,dev
1791,"And I beheld, and lo a black horse; and he that sat on him had a pair of balances in his hand.",1,,train
1791,"And I beheld, and lo a black; and he that sat on him had a pair of balances in his hand.",0,deletion,train
1792,"My, but it bumped him well!",1,,train
1792,", but well!",0,deletion,train
1793,These four were the sons of Shimei.,1,,dev
1793,These four were the sons Shimei.,0,deletion,dev
1794,"But, I confess, it would give me great pleasure to call Colonel Brandon brother.",1,,train
1794,", I confess, it would give me great pleasure to.",0,deletion,train
1795,"""Your poor mother, too!--doting on Marianne.""",1,,dev
1795,"""Your poor mother,!--doting.""",0,deletion,dev
1796,It was a bad business.,1,,train
1796,.,0,deletion,train
1797,"His manners, however, must have been unmarked, wavering, dubious, or she could not have been so misled.",1,,train
1797,"manners, however, have been unmarked, wavering, dubious, or she could not have been so misled.",0,deletion,train
1798,In both cases he desired information about placing the freedmen in homes once they arrived in the North.,1,,dev
1798,In cases he desired information about the freedmen homes once they arrived in the North.,0,deletion,dev
1799,17:10 A reproof entereth more into a wise man than an hundred stripes into a fool.,1,,dev
1799,17:10 A reproof entereth more a than an stripes into a.,0,deletion,dev
1800,Some special health requirements might have to be met.,1,,train
1800,special health requirements might have to be met.,0,deletion,train
1801,"It's the first foul wind I ever knew to blow from astern; but look, did ever whale yaw so before?",1,,train
1801,"It's the first foul wind I ever knew to blow from astern; but look, did ever whale yaw so?",0,deletion,train
1802,"The Church has had her madnesses, and I am one of them.",1,,train
1802,"has had her, I am one them.",0,deletion,train
1803,"With this treatment, Mr. Woodhouse was soon composed enough for talking as usual.",1,,train
1803,"With this treatment, Mr. Woodhouse was soon composed for talking as usual.",0,deletion,train
1804,"16:34 As the LORD commanded Moses, so Aaron laid it up before the Testimony, to be kept.",1,,train
1804,"16:34 As the LORD commanded Moses, so Aaron laid up the, to be kept.",0,deletion,train
1805,Jane says that Colonel Campbell is a little deaf.,1,,train
1805,Jane says that Colonel Campbell is a deaf.,0,deletion,train
1806,"On Election Day--November 4--he energetically marshalled his force of bludgeon men, bribers, and experts in forging repeat votes.",1,,train
1806,"On Election Day--November 4--he marshalled his force of bludgeon men, bribers, and experts in repeat.",0,deletion,train
1807,There was a great deal of friendly and of compassionate attachment on his side--but no love.,1,,train
1807,There was great deal of friendly and compassionate attachment his--no love.,0,deletion,train
1808,"""Did you hear me ask a plain question, you pattering spy?""",1,,train
1808,"""you hear me ask a plain question, you pattering spy?""",0,deletion,train
1809,"It is true, but you don't mean it.",1,,train
1809,"It, don't mean.",0,deletion,train
1810,"Should any slave change his mind and request to leave earlier, Giffen was to provide passage at once.",1,,train
1810,"any slave change his mind and request to leave earlier, to provide passage once.",0,deletion,train
1811,"""I--what do I want?""",1,,train
1811,"""I--I?""",0,deletion,train
1812,"""To be sure I will, if you wish it.",1,,train
1812,"""To be I, wish it.",0,deletion,train
1813,Producer Fellini should have looked at some of the old silent films where they really had parties!,1,,dev
1813,Fellini should have looked at some of old silent films where they really had parties!,0,deletion,dev
1814,"19:4 And he ran before, and climbed up into a sycomore tree to see him: for he was to pass that way.",1,,dev
1814,"19:4 And he ran before, and up sycomore to see him: for he was to pass that way.",0,deletion,dev
1815,27:8 The fifth captain for the fifth month was Shamhuth the Izrahite: and in his course were twenty and four thousand.,1,,train
1815,27:8 The fifth captain for the fifth month Shamhuth the Izrahite: and in his course twenty and four thousand.,0,deletion,train
1816,"Was John better, more deserving?",1,,dev
1816,"Was,?",0,deletion,dev
1817,"""I should guess so,"" said Elinor, with a smile, ""from what I have witnessed this morning.""",1,,train
1817,"""I should guess so,"" said Elinor, with a smile, ""I have witnessed this.""",0,deletion,train
1818,The vote still gives citizens a voice in the operation of their government and their party.,1,,train
1818,The vote still citizens a voice in the of their government party.,0,deletion,train
1819,Brutus and Caesar: What should be in that Caesar?,1,,train
1819,Brutus: What be that?,0,deletion,train
1820,"They might chuse to surprize her.""",1,,dev
1820,"They might chuse to her.""",0,deletion,dev
1821,"""Which makes his good manners the more valuable.",1,,dev
1821,"""good manners more.",0,deletion,dev
1822,"Hillo, ho, ho, boy; come bird, come Mar.",1,,dev
1822,"Hillo, ho, ho,; come bird, come.",0,deletion,dev
1823,"He started out as a stickman, then became a pit boss until the Club found him crossroading.",1,,train
1823,"He started out as a stickman, became a pit boss until the Club found him crossroading.",0,deletion,train
1824,I do not believe I did you any good.,1,,train
1824,I do not believe did you any good.,0,deletion,train
1825,O moon immense with your silvery face you soothe me!,1,,dev
1825,moon immense with silvery you soothe me!,0,deletion,dev
1826,"I told him no, that I had had a very happy childhood.",1,,train
1826,"I told him no, that I had a very happy childhood.",0,deletion,train
1827,"37:2 For they shall soon be cut down like the grass, and wither as the green herb.",1,,train
1827,"37:2 For they shall be cut down like the grass, and wither the green herb.",0,deletion,train
1828,Mercer wondered how long the super-condamine had lasted him.,1,,dev
1828,Mercer how long super-condamine lasted.,0,deletion,dev
1829,"I will invite your guests.""",1,,train
1829,"guests.""",0,deletion,train
1830,"After the game, Phil was taking off his sweatshirt in the dressing room when Mike Deegan came in.",1,,dev
1830,"After the game, Phil was taking his sweatshirt in the dressing room when Mike Deegan came in.",0,deletion,dev
1831,"They dwell, in short, in the doltish twilight in which peasants and serfs of the past are commonly reported to have lived.",1,,train
1831,"They dwell, in short, in the doltish twilight in which and serfs of the past are commonly reported to have lived.",0,deletion,train
1832,"2 man in the Tunisian Government, Defense Minister Bahi Ladgham, who flew to Washington last week to seek U.S. support.",1,,dev
1832,"2 man in the Tunisian Government, Defense Minister Bahi Ladgham, who flew to Washington week to seek U.S. support.",0,deletion,dev
1833,"And these, when either thrown ashore or caught near the coast, are the property of the king.""",1,,dev
1833,"And these, when either thrown ashore or caught near the coast, are the of king.""",0,deletion,dev
1834,"You should have told me about her before "".",1,,train
1834,"should have told me "".",0,deletion,train
1835,She knew her sister's temper.,1,,dev
1835,She's.,0,deletion,dev
1836,And they understood that the ark of the LORD was come into the camp.,1,,train
1836,And that of the LORD was come into the camp.,0,deletion,train
1837,"88:14 LORD, why castest thou off my soul?",1,,train
1837,"88:14 LORD, why castest thou off my?",0,deletion,train
1838,Mr. Elton was the only one whose assistance she asked.,1,,train
1838,Mr. Elton the she asked.,0,deletion,train
1839,Yet no leader had come to the fore who seemed likely to give the puissant T. R. a semblance of a race.,1,,train
1839,Yet no had come to the who seemed likely to give the puissant T. R. a semblance of a race.,0,deletion,train
1840,A circumstance to interest her.,1,,train
1840,her.,0,deletion,train
1841,"Now that Israel enjoys relative prosperity and a reduction of tensions, the secularists are less disposed to compromise.",1,,train
1841,"Now that enjoys relative prosperity and a reduction of tensions, the secularists are less disposed compromise.",0,deletion,train
1842,"""Oh, dear sir!""",1,,train
1842,""",!""",0,deletion,train
1843,"12:46 I am come a light into the world, that whosoever believeth on me should not abide in darkness.",1,,train
1843,"12:46 I am come a light into the world, that whosoever believeth me should not abide in darkness.",0,deletion,train
1844,"""Whom do you mean by the schoolmaster?""",1,,train
1844,"""Whom do you mean the schoolmaster?""",0,deletion,train
1845,2:16 Also the children of Noph and Tahapanes have broken the crown of thy head.,1,,train
1845,2:16 the children Noph and Tahapanes have broken the crown of thy head.,0,deletion,train
1846,33:12 Blessed is the nation whose God is the LORD; and the people whom he hath chosen for his own inheritance.,1,,train
1846,33:12 Blessed is the nation whose God is the; and people whom he hath chosen for his own inheritance.,0,deletion,train
1847,Hitherto there had been but one opinion of Captain Wentworth among the Musgroves and their dependencies.,1,,train
1847,Hitherto there had but opinion of Captain Wentworth among the their.,0,deletion,train
1848,The girlish voice was nearly a whisper.,1,,train
1848,voice nearly a.,0,deletion,train
1849,"Again, these blocks were set in resin-saturated glass cloth and nailed.",1,,train
1849,"Again, blocks were in resin-saturated glass cloth nailed.",0,deletion,train
1850,"And they took Jesus, and led him away.",1,,train
1850,"And they Jesus, away.",0,deletion,train
1851,"In its present artless, low-budget form, the subject matter seems designed to invite censorial wrath.",1,,train
1851,"In its present artless, low-budget, the subject matter seems designed to invite censorial wrath.",0,deletion,train
1852,"This is the way in which I always consider the matter, and my mother is perfectly convinced of her error.""",1,,train
1852,"This is way in which I always consider the, and my perfectly convinced of error.""",0,deletion,train
1853,Hal ran downstairs in such a hurry that he forgot his bow and arrows.,1,,dev
1853,ran downstairs in such a hurry that he forgot his bow and arrows.,0,deletion,dev
1854,"Moritz is listed on the Longhorn roster as a right halfback, the position at which he lettered on the 1956 team.",1,,dev
1854,"Moritz is listed on as a right halfback, the position which lettered on the 1956 team.",0,deletion,dev
1855,"""Well, what's your business, sir?""",1,,train
1855,"""Well,'s your, sir?""",0,deletion,train
1856,"Besides, I doubt if the cops will even try dusting.",1,,dev
1856,"Besides, I doubt the cops will try.",0,deletion,dev
1857,"Strong shapes and attributes of strong shapes, masculine trades, sights and sounds.",1,,train
1857,"Strong and attributes of strong shapes, masculine trades, sights and sounds.",0,deletion,train
1858,"13:20 And they took their journey from Succoth, and encamped in Etham, in the edge of the wilderness.",1,,train
1858,"13:20 And they their journey from Succoth, and encamped in, in the edge of the.",0,deletion,train
1859,"Oh, the irony and the bitterness of it!",1,,train
1859,"Oh, the bitterness!",0,deletion,train
1860,He had always done well.,1,,train
1860,always done well.,0,deletion,train
1861,"If Nikita buys a small plot in some modest rural cemetery, everyone will understand.",1,,train
1861,"If Nikita buys small plot some rural cemetery, everyone understand.",0,deletion,train
1862,"Mr. Heiser, does this sound like a truly workable plan to you?",1,,train
1862,"Mr., does this sound truly plan you?",0,deletion,train
1863,"""Nay,"" said Anne, ""I have no particular enquiry to make about her.",1,,dev
1863,""","" said, ""I have no enquiry to about her.",0,deletion,dev
1864,"24:3 They drive away the ass of the fatherless, they take the widow's ox for a pledge.",1,,train
1864,"24:3 drive away the ass fatherless, they take the widow's ox for pledge.",0,deletion,train
1865,"and beforetime, that we may say, He is righteous?",1,,dev
1865,"and beforetime, we say, He is righteous?",0,deletion,dev
1866,"Let that triumph be moderate, that it may be lasting.",1,,train
1866,"Let triumph, it may be lasting.",0,deletion,train
1867,"For you have been reborn, not from corruptible seed but from incorruptible, through the word of God.",1,,dev
1867,"For have been reborn, not from corruptible seed but from, through the word God.",0,deletion,dev
1868,"Even if this is some day possible, there remains the 30-minute time of flight of a missile to its overseas target.",1,,dev
1868,"Even if this is day possible, remains the 30-minute time of flight missile to its overseas target.",0,deletion,dev
1869,I'm sure I don't want to stay in here any longer!',1,,dev
1869,'m sure I don't want to in here any longer!',0,deletion,dev
1870,Dominant stress on pretty would be almost insulting here.,1,,dev
1870,stress pretty would be almost.,0,deletion,dev
1871,"Okay, come on "".",1,,train
1871,"Okay, on "".",0,deletion,train
1872,"Maintaining his clutch on the hair, Matsuo watched the closed eyes while rummaging in the jacket pockets.",1,,train
1872,"Maintaining his clutch on hair, watched the eyes while in the jacket pockets.",0,deletion,train
1873,Elinor's uneasiness was at least equal to her mother's.,1,,dev
1873,'s uneasiness at to her's.,0,deletion,dev
1874,"""I'll tell you exactly what he did,"" he said.",1,,train
1874,"""'ll tell exactly,"" he said.",0,deletion,train
1875,"Men were slaughtered every day, tumbled into eternity like so many torn parcels flung down a portable chute.",1,,train
1875,"Men were slaughtered every day, tumbled eternity like so torn parcels flung a chute.",0,deletion,train
1876,I take my leaue at once.,1,,train
1876,I take my leaue at.,0,deletion,train
1877,But even a reunion as joyous as this one did not make a break in the routines of the day.,1,,train
1877,But even a reunion joyous as one not make a break in the routines of the day.,0,deletion,train
1878,"By right and wrong, I mean lucky and unlucky.""",1,,train
1878,"By and wrong, lucky.""",0,deletion,train
1879,I hated the goddamn army from the first day I got in anyhow.,1,,dev
1879,I hated the army the first I got anyhow.,0,deletion,dev
1880,"11:37 And if any part of their carcase fall upon any sowing seed which is to be sown, it shall be clean.",1,,train
1880,"11:37 And if part of carcase fall upon any sowing which is be sown, shall be clean.",0,deletion,train
1881,"""Ah,"" he said, after a long pause, ""that sort of thing was built under the Stuarts!""",1,,train
1881,"""Ah,"" he said, after a, ""that sort of thing was built under Stuarts!""",0,deletion,train
1882,"69:5 O God, thou knowest my foolishness; and my sins are not hid from thee.",1,,train
1882,"69:5 O God, thou knowest my foolishness; and sins are not hid from thee.",0,deletion,train
1883,no--far from it--certainly plain.,1,,train
1883,-- it--plain.,0,deletion,train
1884,"I, frankly, can't draw a straight line.",1,,train
1884,"I, frankly, can't straight.",0,deletion,train
1885,She roused herself and went to him.,1,,train
1885,roused herself and went to him.,0,deletion,train
1886,And he caused the fumble that set up our touchdown.,1,,train
1886,And caused the fumble that set up touchdown.,0,deletion,train
1887,"I came to inquire, but I was convinced before I could ask the question.",1,,train
1887,"I came to, but I convinced before I could ask the question.",0,deletion,train
1888,"He is generally and initially suspicious of any federal project, unless it happens to benefit his Gulf Coast constituents.",1,,train
1888,"He generally and suspicious of any federal project, unless it happens to benefit his Coast.",0,deletion,train
1889,"48:27 And by the border of Zebulun, from the east side unto the west side, Gad a portion.",1,,dev
1889,"48:27 And by the border of Zebulun, from the side unto west side, Gad a.",0,deletion,dev
1890,"How goes the world Sir, now?",1,,dev
1890,"How the world, now?",0,deletion,dev
1891,"We are, in the oddest and most exact sense of the term, brothers--in arms.""",1,,train
1891,"We are, in the oddest and sense the term, brothers--in arms.""",0,deletion,train
1892,"He, too, felt the strange blessed presence of a heavenly power.",1,,dev
1892,"He, too, felt the blessed presence a heavenly power.",0,deletion,dev
1893,"Hez asked, who still believed they'd have them to lick.",1,,train
1893,", who still believed'd them to.",0,deletion,train
1894,"She must understand you.""",1,,dev
1894,".""",0,deletion,dev
1895,26:16 The sluggard is wiser in his own conceit than seven men that can render a reason.,1,,train
1895,26:16 sluggard is wiser in conceit than men can render a reason.,0,deletion,train
1896,"""You know "", Norton said to me later, ""I am thinking of setting up the Klinico Brownapopolus.",1,,train
1896,"""You know "", Norton said to me later, ""thinking of setting up the Klinico Brownapopolus.",0,deletion,train
1897,"During the assignment pass, each instruction is examined for reference to the symbolic name of an index word or electronic switch.",1,,train
1897,"During the assignment pass, is examined for reference to the symbolic name of index word or electronic switch.",0,deletion,train
1898,"Nevertheless, this same expressive word has now for many years been in constant use among some fifteen thousand true born Yankees.",1,,train
1898,"Nevertheless, this same word has now for many years been in constant use among some fifteen thousand true born Yankees.",0,deletion,train
1899,"""Oh, Leonora, stop!",1,,train
1899,"""Oh,, stop!",0,deletion,train
1900,There are thousands of square miles of salt pan which are hideous.,1,,train
1900,There thousands of square miles salt pan which are hideous.,0,deletion,train
1901,"Over the door was a board with large, inept lettering: home sweet home.",1,,train
1901,"Over door was a board with large, inept lettering: home sweet home.",0,deletion,train
1902,"He, the king, had been left alone in the church, to awake in the dark!",1,,train
1902,"He, the king, been left alone in the church, to awake in the dark!",0,deletion,train
1903,"Poet came in, raising his eyebrows appreciatively as he saw Elaine.",1,,train
1903,"Poet came, raising his as he.",0,deletion,train
1904,"""I don't believe it's the pace; it couldn't be the pace.",1,,train
1904,"""In't believe it's; itn't be the pace.",0,deletion,train
1905,"2:11 The children of Bebai, six hundred twenty and three.",1,,train
1905,"2:11 The, hundred twenty three.",0,deletion,train
1906,He was Canute controlling the waves.,1,,train
1906,He the.,0,deletion,train
1907,Take away George Washington's statue.,1,,train
1907,George Washington's.,0,deletion,train
1908,Wasn't this meaning of Eichmann's experience in various countries worth highlighting?,1,,train
1908,Wasn't this meaning of Eichmann's experience in countries worth?,0,deletion,train
1909,But we were really going to do it.,1,,train
1909,But we going to do it.,0,deletion,train
1910,"Great joy was at their meeting, and at sight Of that stupendious bridge his joy encreased.",1,,train
1910,"joy was their meeting, and at sight Of that stupendious bridge his joy encreased.",0,deletion,train
1911,The dumbbell variation develops a most classically sculptured outline to the Aj.,1,,train
1911,dumbbell variation most classically outline to the.,0,deletion,train
1912,Doc Abel was busy up front with some of his live patients.,1,,dev
1912,Doc Abel was up with some his patients.,0,deletion,dev
1913,"A rush of memory swept him back, and he forgot Cap.",1,,train
1913,"A rush of memory swept back, and forgot Cap.",0,deletion,train
1914,How can the prisoner reach outside except by thrusting through the wall?,1,,dev
